TT,Mã HP,Số TC,Lớp học phần,Khóa học,Khóa tổ chức,Số SV dự kiến,Số SV đã ĐK,Hình thức học,Tuần học,Ngày BĐ,Ngày KT,Số tiết /tuần,Thứ,Tiết BĐ,Số tiết,Phòng học,Cơ sở đào tạo,Giáo Viên,Khoa/Viện
151,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_07,K63,K63,14,0,TH/TN,23 -> 26,02/07/2025,02/28/2025,10,6,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
152,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_08,K63,K63,14,0,TH/TN,"28, 29, 31, 32",03/13/2025,04/10/2025,10,5,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
153,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_08,K63,K63,14,0,TH/TN,"28, 29, 31, 32",03/13/2025,04/10/2025,10,5,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
154,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_08,K63,K63,14,0,TH/TN,"27 -> 29, 31, 32",03/07/2025,04/11/2025,10,6,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
155,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_08,K63,K63,14,0,TH/TN,"27 -> 29, 31, 32",03/07/2025,04/11/2025,10,6,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
156,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_09,K63,K63,14,0,TH/TN,33 -> 37,04/17/2025,05/15/2025,10,5,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
157,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_09,K63,K63,14,0,TH/TN,33 -> 37,04/17/2025,05/15/2025,10,5,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
158,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_09,K63,K63,14,0,TH/TN,33 -> 36,04/18/2025,05/09/2025,10,6,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
159,AET30056,4,Thực tập Hệ thống điều hòa không khí ô tô(224.1)_DAMH_03_TH_09,K63,K63,14,0,TH/TN,33 -> 36,04/18/2025,05/09/2025,10,6,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Phi Cường Anh,Kỹ thuật - Công nghệ
160,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_01,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
161,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_01,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
162,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_01,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
163,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_01,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
164,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
165,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
166,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,11,2,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
167,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
168,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
169,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_02,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,11,2,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
170,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
171,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
172,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,11,2,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
173,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,1,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
174,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,6,5,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
175,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_03,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,11,2,P_TH_Điên ô tô 3,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
176,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_04,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
177,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_04,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
178,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_04,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
179,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_04,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
180,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
181,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
182,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,11,2,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
183,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
184,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
185,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_05,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,11,2,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
186,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
187,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
188,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,1,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
189,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,10,5,11,2,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
190,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,6,5,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
191,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_06,K63,K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,10,6,11,2,P_TH_Điện ô tô 3,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
192,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_07,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
193,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_07,K63,K63,14,0,TH/TN,23 -> 28,02/06/2025,03/13/2025,10,5,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
194,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_07,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
195,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_07,K63,K63,14,0,TH/TN,23 -> 28,02/07/2025,03/14/2025,10,6,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
196,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
197,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
198,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/20/2025,04/24/2025,10,5,11,2,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
199,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
200,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
201,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_08,K63,K63,14,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,10,6,11,2,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
202,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,60,5,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
203,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,60,5,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
204,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,60,5,11,2,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
205,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,60,6,1,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
206,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,60,6,6,5,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
207,AET30057,4,Thực hành điện - điện tử động cơ(224.1)_TH_09,"K61,K62,K63,K64,K65",K63,14,0,TH/TN,35 -> 39,05/02/2025,05/30/2025,60,6,11,2,PTH_Ô tô 5,Cơ sở 2,Phan Quốc Cường,Kỹ thuật - Công nghệ
208,AET30058,2,Ô tô điện và xe tự lái(224.1)_LT_01,K63,K63,60,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,2,2,1,2,C_102_cs2,Cơ sở 2,Phan Văn Dư,Kỹ thuật - Công nghệ
209,AET30058,2,Ô tô điện và xe tự lái(224.1)_LT_02,K63,K63,60,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,2,2,4,2,C_103_cs2,Cơ sở 2,Phan Văn Dư,Kỹ thuật - Công nghệ
210,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_01,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
211,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_01,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
212,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_01,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
213,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_01,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
214,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
215,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
216,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,11,2,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
217,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
218,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
219,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_02,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,11,2,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
220,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
221,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
222,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,1,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
223,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,11,2,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
224,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,6,5,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
225,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_03,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,11,2,P_TH_Điện,Cơ sở 2,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
226,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_04,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
227,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_04,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
228,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_04,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
229,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_04,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
230,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
231,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
232,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/29/2025,05/27/2025,10,3,11,2,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
233,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
234,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
235,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_05,K62,K62,15,0,TH/TN,35 -> 39,04/30/2025,05/28/2025,10,4,11,2,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
236,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
237,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
238,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,11,2,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
239,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,1,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
240,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,6,5,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
241,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_06,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/19/2025,04/23/2025,10,4,11,2,KHOANGTH_OTO10,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
242,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_07,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,1,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
243,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_07,K62,K62,15,0,TH/TN,23 -> 28,02/04/2025,03/11/2025,10,3,6,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
244,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_07,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,1,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
245,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_07,K62,K62,15,0,TH/TN,23 -> 28,02/05/2025,03/12/2025,10,4,6,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
246,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_08,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,1,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
247,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_08,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,6,5,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
248,AET30062,4,Thực tập Chẩn đoán và sửa chữa thân gầm ô tô(224.1)_TH_08,K62,K62,15,0,TH/TN,"29, 31 -> 34",03/18/2025,04/22/2025,10,3,11,2,PTH_Ô tô 5,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
